RowID,OrderDate,CustomerName,Sales,Profit
58,2022-06-16,Ted Butterfield,319.41,7.098
59,2022-06-16,Ted Butterfield,14.56,6.9888
60,2022-06-16,Ted Butterfield,30,3.3
61,2022-06-16,Ted Butterfield,48.48,16.362
62,2022-06-16,Ted Butterfield,1.68,0.84
63,2021-11-23,Kunst Miller,13.98,6.1512
64,2021-11-23,Kunst Miller,25.824,9.3612
65,2021-11-23,Kunst Miller,146.73,68.9631
66,2021-11-23,Kunst Miller,79.76,22.3328
67,2021-04-29,Paul Stevenson,213.115,-15.2225
68,2020-12-04,Brendan Sweed,1113.024,111.3024
69,2020-12-04,Brendan Sweed,167.968,62.988
70,2022-06-03,Karen Daniels,75.88,35.6636
71,2022-09-17,Henry MacAllister,4.616,1.731
72,2023-09-14,Tracy Blumstein,19.05,8.763
73,2021-04-25,Joel Eaton,831.936,-114.3912
74,2021-04-25,Joel Eaton,97.04,1.213
75,2021-04-25,Joel Eaton,72.784,-18.196
76,2023-12-09,Ken Brennan,1.248,-1.9344
77,2023-12-09,Ken Brennan,9.708,-5.8248
78,2023-12-09,Ken Brennan,27.24,2.724
79,2020-11-25,Joel Eaton,19.3,-14.475
80,2022-06-11,Stewart Carmichael,208.16,56.2032
81,2022-06-11,Stewart Carmichael,16.74,8.0352
82,2020-10-11,Duane Noonan,14.9,4.172
83,2020-10-11,Duane Noonan,21.39,6.2031
84,2021-09-02,Julie Creighton,200.984,62.8075
85,2023-11-13,Christopher Schild,230.376,-48.9549
86,2023-05-28,Patrick O'Donnell,301.96,33.2156
87,2023-10-26,Paul Gonzalez,19.99,6.7966
88,2023-10-26,Paul Gonzalez,6.16,2.9568
89,2022-04-04,Gary Mitchum,158.368,13.8572
90,2022-09-16,Jim Sink,20.1,6.633
91,2022-09-16,Jim Sink,73.584,8.2782
92,2022-09-16,Jim Sink,6.48,3.1104
93,2021-01-30,Karl Braun,12.96,6.2208
94,2021-01-30,Karl Braun,53.34,16.5354
95,2021-01-30,Karl Braun,32.96,16.1504
96,2023-11-06,Roger Barcio,5.682,-3.788
97,2023-11-09,Parhena Norris,96.53,40.5426
98,2023-06-17,Katherine Ducich,51.312,17.9592
99,2022-09-05,Elpida Rittenbach,77.88,22.5852
100,2022-08-28,Rick Bensley,64.624,22.6184
101,2022-08-28,Rick Bensley,95.976,-10.7973
102,2022-08-28,Rick Bensley,1.788,-3.0396
103,2022-11-30,Gary Zandusky,23.92,11.7208
104,2021-11-12,Lena Cacioppo,238.896,-26.8758
105,2021-11-12,Lena Cacioppo,102.36,-3.8385
106,2021-11-12,Lena Cacioppo,36.882,-25.8174
107,2023-11-23,Janet Martin,74.112,17.6016
108,2023-11-23,Janet Martin,27.992,2.0994
109,2023-11-23,Janet Martin,3.304,1.0738
110,2021-10-14,Pete Armstrong,339.96,67.992
111,2023-12-25,Cynthia Voltz,41.96,10.9096
112,2022-11-02,Clay Ludtke,75.96,22.788
113,2022-11-02,Clay Ludtke,27.24,13.3476
114,2020-08-24,Ryan Crowe,40.096,14.5348
115,2020-08-24,Ryan Crowe,4.72,1.652
116,2020-08-24,Ryan Crowe,23.976,7.4925
117,2020-08-24,Ryan Crowe,130.464,44.0316
118,2021-03-01,Dave Kipp,787.53,165.3813
119,2021-04-04,Greg Guthrie,157.794,-115.7156
120,2022-06-11,Steven Cartwright,47.04,18.3456
121,2022-06-11,Steven Cartwright,30.84,13.878
122,2022-06-11,Steven Cartwright,226.56,63.4368
123,2022-06-11,Steven Cartwright,115.02,51.759
124,2022-06-11,Steven Cartwright,68.04,19.7316
125,2020-12-25,Alan Dominguez,600.558,-8.5794
126,2020-09-19,Philip Fox,617.7,-407.682
127,2023-11-05,Troy Staebel,2.388,-1.8308
128,2023-11-05,Troy Staebel,243.992,30.499
129,2022-11-05,Lindsay Shagiari,81.424,-9.1602
130,2022-11-05,Lindsay Shagiari,238.56,26.2416
131,2023-02-01,Dorothy Wardle,59.97,-11.994
132,2023-02-01,Dorothy Wardle,78.304,29.364
133,2023-02-01,Dorothy Wardle,21.456,6.9732
134,2022-10-12,Lena Creighton,20.04,9.6192
135,2022-10-12,Lena Creighton,35.44,16.6568
136,2022-10-12,Lena Creighton,11.52,3.456
137,2022-10-12,Lena Creighton,4.02,1.9698
138,2022-10-12,Lena Creighton,76.176,26.6616
139,2022-10-12,Lena Creighton,65.88,18.4464
140,2022-10-12,Lena Creighton,43.12,20.6976
141,2022-09-04,Jonathan Doherty,82.8,10.35
142,2023-09-18,Sally Hughsby,8.82,2.3814
143,2023-09-18,Sally Hughsby,10.86,5.1042
144,2023-09-18,Sally Hughsby,143.7,68.976
145,2023-12-22,Sandra Glassco,839.43,218.2518
146,2021-09-06,Helen Andreada,671.93,20.1579
147,2020-10-21,Maureen Gastineau,93.888,12.9096
148,2022-12-04,Justin Ellison,384.45,103.8015
149,2022-12-04,Justin Ellison,149.97,5.9988
150,2022-12-04,Justin Ellison,1951.84,585.552
151,2022-12-04,Justin Ellison,171.55,80.6285
152,2022-03-12,Tamara Willingham,157.92,17.766
153,2022-03-12,Tamara Willingham,203.184,15.2388
154,2021-05-30,Stephanie Phelps,58.38,26.271
155,2021-05-30,Stephanie Phelps,105.52,48.5392
156,2021-05-30,Stephanie Phelps,80.88,21.0288
157,2021-05-27,Neil Knudson,6.63,1.7901
158,2020-02-29,Dave Brooks,457.568,51.4764
159,2022-11-19,Nora Paige,14.62,6.8714
160,2022-11-19,Nora Paige,944.93,236.2325
161,2022-05-10,Ted Trevino,5.98,2.691
162,2021-12-27,Eric Murdock,54.384,1.3596
163,2022-11-15,Ruben Dartt,28.4,13.348
164,2022-11-06,Max Jones,27.68,9.688
165,2020-09-07,Becky Martin,9.936,2.7324
166,2020-09-07,Becky Martin,8159.952,-1359.992
167,2020-09-07,Becky Martin,275.928,-58.6347
168,2020-09-07,Becky Martin,1740.06,-24.858
169,2020-09-07,Becky Martin,32.064,6.8136
170,2020-09-07,Becky Martin,177.98,-453.849
171,2020-09-07,Becky Martin,143.976,8.9985
172,2020-08-04,Chad Sievert,20.94,9.8418
173,2020-08-04,Chad Sievert,110.96,53.2608
174,2020-08-04,Chad Sievert,340.144,21.259
175,2020-09-13,Jennifer Braxton,52.448,-131.12
176,2020-09-13,Jennifer Braxton,20.16,6.552
177,2023-04-21,Shirley Jackson,97.264,-243.16
178,2021-11-20,Joel Eaton,396.802,-11.3372
179,2021-11-20,Joel Eaton,15.88,-3.7715
180,2021-12-14,Jim Kriz,3.28,1.4104
181,2020-12-04,David Kendrick,24.816,1.8612
182,2020-12-04,David Kendrick,408.744,76.6395
183,2020-11-18,Robert Marley,503.96,131.0296
184,2020-11-18,Robert Marley,149.95,41.986
185,2020-11-18,Robert Marley,29,7.25
186,2022-11-27,Sally Knutson,7.16,3.4368
187,2020-08-25,Frank Merwin,176.8,22.984
188,2022-07-15,Alice McCarthy,37.224,3.7224
189,2022-07-15,Alice McCarthy,20.016,6.255
190,2021-10-11,Mark Packer,899.136,112.392
191,2021-10-11,Mark Packer,71.76,20.0928
192,2021-10-11,Mark Packer,51.84,24.8832
193,2021-10-11,Mark Packer,626.352,46.9764
194,2021-10-11,Mark Packer,19.9,6.567
195,2021-10-30,Mary Zewe,14.28,6.7116
196,2020-03-20,Cassandra Brandow,7.408,1.2038
197,2020-03-20,Cassandra Brandow,6.048,1.5876
198,2023-11-06,Valerie Mitchum,46.26,12.0276
199,2023-07-06,Fred Hopkins,2.946,-2.2586
200,2023-07-06,Fred Hopkins,16.056,5.8203
201,2023-06-24,Maria Bertelson,21.744,6.795
202,2020-08-02,Bruce Stewart,218.75,-161.875
203,2020-08-02,Bruce Stewart,2.6,0.2925
204,2023-12-17,Logan Currie,66.284,-178.9668
205,2023-06-03,Heather Kirkland,35.168,9.6712
206,2023-12-09,Laurel Elliston,444.768,44.4768
207,2023-12-01,Joseph Holt,83.92,5.8744
208,2023-12-01,Joseph Holt,131.98,35.6346
209,2023-12-01,Joseph Holt,15.92,7.4824
210,2023-12-01,Joseph Holt,52.29,16.2099
211,2023-12-01,Joseph Holt,91.99,3.6796
212,2021-02-08,Michael Stewart,20.8,6.5
213,2021-01-01,Victoria Wilson,23.68,8.88
214,2021-01-01,Victoria Wilson,452.45,-244.323
215,2021-01-01,Victoria Wilson,62.982,-14.6958
216,2021-01-01,Victoria Wilson,1188,-950.4
217,2021-01-01,Victoria Wilson,89.584,4.4792
218,2022-10-27,Jonathan Howell,93.06,26.0568
219,2022-10-27,Jonathan Howell,302.376,22.6782
220,2021-12-23,Joni Blumstein,5.584,1.8148
221,2021-12-23,Joni Blumstein,22.704,8.2302
222,2021-12-23,Joni Blumstein,19.776,-13.8432
223,2021-12-23,Joni Blumstein,72.704,19.0848
224,2021-12-23,Joni Blumstein,479.988,-383.9904
225,2021-12-23,Joni Blumstein,27.168,2.7168
226,2021-08-08,David Smith,2.2,0.968
227,2021-08-08,David Smith,622.45,136.939
228,2021-08-08,David Smith,21.98,0.2198
229,2021-02-27,Valerie Dominguez,161.568,-28.2744
230,2021-02-27,Valerie Dominguez,389.696,43.8408
231,2020-09-12,Erin Ashbrook,18.648,-12.432
232,2023-04-07,Christopher Schild,233.86,-102.048
233,2023-04-07,Christopher Schild,620.6145,-248.2458
234,2023-04-07,Christopher Schild,5.328,-3.552
235,2023-04-07,Christopher Schild,258.072,0
236,2023-04-07,Christopher Schild,617.976,-7.7247
237,2023-11-12,David Bremer,10.56,4.752
238,2022-06-03,Ken Lonsdale,25.92,9.396
239,2022-06-03,Ken Lonsdale,419.68,-356.728
240,2022-06-03,Ken Lonsdale,11.688,-4.6752
241,2022-06-03,Ken Lonsdale,31.984,11.1944
242,2022-06-03,Ken Lonsdale,177.225,-120.513
243,2022-06-03,Ken Lonsdale,4.044,-2.8308
244,2022-06-03,Ken Lonsdale,7.408,1.2038
245,2020-05-31,Dianna Wilson,2001.86,580.5394
246,2020-05-31,Dianna Wilson,166.72,41.68
247,2020-05-31,Dianna Wilson,47.88,23.94
248,2020-05-31,Dianna Wilson,1503.25,496.0725
249,2020-05-31,Dianna Wilson,25.92,12.4416
250,2022-12-09,Logan Haushalter,321.568,28.1372
251,2022-09-10,Kelly Collister,7.61,3.5767
252,2022-09-10,Kelly Collister,3347.37,636.0003
253,2022-12-09,Delfina Latchford,80.58,22.5624
254,2022-12-09,Delfina Latchford,361.92,162.864
255,2021-11-27,Dan Reichenbach,12.132,-8.4924
256,2021-11-27,Dan Reichenbach,82.368,-19.5624
257,2021-11-27,Dan Reichenbach,53.92,4.044
258,2021-11-27,Dan Reichenbach,647.904,56.6916
259,2023-12-01,Craig Carreira,20.37,6.9258
260,2023-12-01,Craig Carreira,221.55,6.6465
261,2023-12-01,Craig Carreira,17.52,6.132
262,2023-06-08,Dorris liebe,1.624,-4.466
263,2020-09-18,Sean Braxton,3059.982,-509.997
264,2020-09-18,Sean Braxton,2519.958,-251.9958
265,2022-06-05,Roy Collins,328.224,28.7196
266,2021-11-09,Alan Hwang,79.9,35.156
267,2023-06-16,Claudia Bergmann,14.016,4.7304
268,2022-01-21,Paul Gonzalez,7.56,0.3024
269,2023-12-09,Christine Abelman,37.208,-7.4416
270,2023-12-09,Christine Abelman,57.576,21.591
271,2023-12-28,Kristen Hastings,725.84,210.4936
272,2021-07-29,Helen Andreada,209.93,92.3692
273,2021-07-29,Helen Andreada,5.28,2.3232
274,2021-07-29,Helen Andreada,10.92,4.095
275,2023-09-16,Barry Blumstein,8.82,4.0572
276,2023-09-16,Barry Blumstein,5.98,1.5548
277,2023-10-13,Andrew Gjertsen,11.648,4.0768
278,2023-10-13,Andrew Gjertsen,18.176,5.9072
279,2023-10-13,Andrew Gjertsen,59.712,5.9712
280,2023-10-13,Andrew Gjertsen,24.84,8.694
281,2021-09-25,Steven Cartwright,2.08,-3.432
282,2021-09-25,Steven Cartwright,1114.4,376.11
283,2021-11-01,Jas O'Carroll,1038.84,51.942
284,2021-09-25,Tracy Blumstein,141.76,47.844
285,2021-09-25,Tracy Blumstein,239.8,47.96
286,2021-09-25,Tracy Blumstein,31.104,10.8864
287,2022-12-17,Alan Haines,254.058,-169.372
288,2022-12-17,Alan Haines,194.528,24.316
289,2022-12-17,Alan Haines,961.48,-204.3145
290,2022-11-19,Nick Zandusky,19.096,6.6836
291,2022-11-19,Nick Zandusky,18.496,6.2424
292,2022-11-19,Nick Zandusky,255.984,54.3966
293,2022-11-19,Nick Zandusky,86.97,-48.7032
294,2020-12-25,Kelly Lampkin,300.416,78.8592
295,2020-12-25,Kelly Lampkin,230.352,20.1558
296,2020-12-25,Kelly Lampkin,218.352,-24.5646
297,2020-12-25,Kelly Lampkin,78.6,-62.88
298,2020-12-25,Kelly Lampkin,27.552,9.2988
299,2022-10-27,Jonathan Doherty,32.4,15.552
300,2022-10-27,Jonathan Doherty,1082.48,10.8248
301,2022-10-27,Jonathan Doherty,56.91,27.3168
302,2022-10-27,Jonathan Doherty,77.6,38.024
303,2022-10-27,Jonathan Doherty,14.28,6.5688
304,2023-11-19,Jonathan Howell,219.075,-131.445
305,2021-05-03,Alan Schoenberger,26.8,12.864
306,2020-12-29,Ken Brennan,9.84,2.8536
307,2020-05-31,Corey Roper,45.48,20.9208
308,2020-05-31,Corey Roper,289.2,83.868
309,2023-04-15,Shahid Hopkins,4.89,2.0049
310,2022-09-11,Ben Peterman,15.136,3.5948
311,2022-09-11,Ben Peterman,466.768,52.5114
312,2022-09-11,Ben Peterman,15.232,1.7136
313,2022-09-11,Ben Peterman,6.264,2.0358
314,2020-09-26,Thomas Seio,87.54,37.6422
315,2020-08-08,Andy Gerbode,178.384,22.298
316,2020-08-08,Andy Gerbode,15.552,5.4432
317,2020-12-27,Sung Pak,99.136,8.6744
318,2020-11-03,Nathan Mautz,135.882,24.1568
319,2020-11-03,Nathan Mautz,3991.98,1995.99
320,2020-11-03,Nathan Mautz,275.94,80.0226
321,2020-11-03,Nathan Mautz,360,129.6
322,2020-11-03,Nathan Mautz,43.57,13.071
323,2020-09-18,Frank Atkinson,7.16,3.58
324,2022-04-22,Grace Kelly,251.52,81.744
325,2022-04-22,Grace Kelly,99.99,34.9965
326,2023-11-03,Don Jones,15.992,0.9995
327,2022-08-29,Patrick O'Brill,290.898,-67.8762
328,2022-08-29,Patrick O'Brill,54.224,3.389
329,2022-08-29,Patrick O'Brill,786.744,-258.5016
330,2022-08-29,Patrick O'Brill,100.24,33.831
331,2022-08-29,Patrick O'Brill,37.764,-27.6936
332,2022-04-24,John Lucas,82.8,-20.7
333,2022-04-24,John Lucas,20.724,-13.816
334,2022-04-24,John Lucas,4.896,-3.4272
335,2021-08-31,Doug Bickford,4.752,1.6038
336,2021-08-31,Doug Bickford,959.984,335.9944
337,2021-08-31,Doug Bickford,14.368,4.49
338,2020-07-11,Alyssa Crouse,7.712,2.7956
339,2020-07-11,Alyssa Crouse,698.352,-17.4588
340,2021-06-21,Ken Lonsdale,4.96,2.3312
341,2020-04-12,Jonathan Doherty,17.856,1.116
342,2020-04-12,Jonathan Doherty,509.97,-407.976
343,2020-04-12,Jonathan Doherty,30.992,10.0724
344,2020-04-12,Jonathan Doherty,71.928,8.3916
345,2021-12-19,Chad Sievert,88.8,-2.22
346,2023-06-15,Clay Cheatham,47.976,4.7976
347,2023-07-08,Tamara Dahlen,7.56,3.0996
348,2023-07-08,Tamara Dahlen,24.56,11.5432
349,2023-07-08,Tamara Dahlen,12.96,4.1472
350,2022-08-31,Adam Bellavance,6.79,2.3086
351,2022-08-31,Adam Bellavance,24.56,11.5432
352,2022-08-31,Adam Bellavance,3.048,1.0668
353,2022-08-31,Adam Bellavance,49.12,23.0864
354,2022-08-31,Adam Bellavance,4355.168,1415.4296
355,2022-04-07,Jeremy Lonsdale,388.704,-4.8588
356,2022-04-07,Jeremy Lonsdale,8.26,3.7996
357,2022-04-07,Jeremy Lonsdale,17.04,6.9864
358,2022-04-07,Jeremy Lonsdale,34.4,15.824
359,2022-04-22,Heather Kirkland,36.24,11.325
360,2023-03-08,Victoria Brennan,647.84,168.4384
361,2023-03-08,Victoria Brennan,20.7,9.936
362,2023-09-25,Katrina Willman,20.7,9.936
363,2023-09-25,Katrina Willman,488.646,86.8704
364,2023-09-25,Katrina Willman,5.56,1.4456
365,2023-09-25,Katrina Willman,47.12,20.7328
366,2020-09-23,Julia Dunbar,211.96,8.4784
367,2022-10-20,Michael Kennedy,23.2,10.44
368,2022-10-20,Michael Kennedy,7.36,0.1472
369,2022-10-20,Michael Kennedy,104.79,29.3412
370,2022-10-20,Michael Kennedy,1043.92,271.4192
371,2023-05-29,Guy Thornton,25.92,9.396
372,2023-05-29,Guy Thornton,53.424,4.6746
373,2020-07-22,Arthur Gainer,8.16,-5.712
374,2020-07-22,Arthur Gainer,1023.936,179.1888
375,2020-07-22,Arthur Gainer,9.24,0.924
376,2020-07-22,Arthur Gainer,479.04,-29.94
377,2022-09-27,Muhammed MacIntyre,99.136,30.98
378,2023-08-27,Allen Rosenblatt,1488.424,-297.6848
379,2021-04-27,Russell Applegate,8.652,-20.3322
380,2021-04-27,Russell Applegate,23.832,2.6811
381,2021-04-27,Russell Applegate,12.176,-18.8728
382,2022-10-27,Alejandro Savely,50.96,25.48
383,2022-10-27,Alejandro Savely,49.536,17.3376
384,2021-06-25,Laura Armstrong,41.9,8.799
385,2021-11-26,Denny Ordway,375.4575,-157.0095
386,2021-11-26,Denny Ordway,83.976,-1.0497
387,2021-12-02,Dean Katz,482.34,-337.638
388,2021-12-02,Dean Katz,2.96,0.777
389,2020-11-23,Nathan Gelder,2.624,0.4264
390,2023-12-11,Mike Vittorini,23.36,7.884
391,2023-12-11,Mike Vittorini,39.98,13.5932
392,2020-09-20,Jack Garza,246.384,27.7182
393,2020-09-20,Jack Garza,1799.97,701.9883
394,2020-06-06,Bart Pistole,12.462,-20.5623
395,2023-06-30,Victor Preis,75.792,25.5798
396,2023-10-17,Saphhira Shifley,49.96,9.4924
397,2023-10-17,Saphhira Shifley,12.96,6.2208
398,2021-10-30,Harold Pawlan,70.12,21.036
399,2022-09-07,Anna Gayman,35.952,3.5952
400,2022-09-07,Anna Gayman,2396.2656,-317.1528
401,2022-09-07,Anna Gayman,131.136,-32.784
402,2022-09-07,Anna Gayman,57.584,0.7198
403,2020-12-23,Luke Foster,9.568,3.4684
404,2020-04-15,Stephanie Phelps,39.072,9.768
405,2023-12-24,Roy Französisch,35.91,9.6957
406,2023-12-08,Keith Herrera,179.95,37.7895
407,2023-12-08,Keith Herrera,1199.976,434.9913
408,2023-12-08,Keith Herrera,27.15,13.3035
409,2023-12-08,Keith Herrera,1004.024,-112.9527
410,2023-12-08,Keith Herrera,9.68,4.6464
411,2023-12-08,Keith Herrera,28.35,13.608
412,2023-12-08,Keith Herrera,55.98,27.4302
413,2023-12-08,Keith Herrera,1336.829,31.4548
414,2023-12-08,Keith Herrera,113.568,-18.4548
415,2023-11-03,Kimberly Carter,139.86,65.7342
416,2023-11-03,Kimberly Carter,307.136,26.8744
417,2023-06-24,Caroline Jumper,95.92,25.8984
418,2022-04-13,Philip Brown,383.8,38.38
419,2023-11-06,Victoria Brennan,5.78,2.8322
420,2023-03-04,Sung Pak,9.32,2.7028
421,2023-03-04,Sung Pak,15.25,7.015
422,2020-06-21,Joel Eaton,196.752,56.5662
423,2023-10-19,Michael Paige,56.56,14.7056
424,2023-10-19,Michael Paige,32.7,8.502
425,2023-08-21,Natalie Fritzler,866.4,225.264
426,2023-11-23,Janet Molinari,28.4,11.076
427,2023-11-23,Janet Molinari,287.92,138.2016
428,2020-09-11,Shirley Daniels,69.99,30.0957
429,2023-10-01,Ken Heidel,6.672,0.5004
430,2022-04-14,Ross Baird,189.588,-145.3508
431,2022-04-14,Ross Baird,408.744,76.6395
432,2022-04-14,Ross Baird,291.96,54.7425
433,2022-04-14,Ross Baird,4.768,-0.7748
434,2022-06-05,Dave Brooks,714.3,207.147
435,2020-12-18,Mike Kennedy,4.812,-3.6892
436,2020-12-18,Mike Kennedy,247.8,-18.585
437,2022-06-11,Philisse Overcash,1007.979,43.1991
438,2022-06-11,Philisse Overcash,313.488,113.6394
439,2023-09-15,Brenda Bowman,31.872,11.5536
440,2023-01-19,Cynthia Voltz,207.846,2.3094
441,2022-09-04,Pete Kriz,12.22,3.666
442,2022-09-04,Pete Kriz,194.94,23.3928
443,2022-09-04,Pete Kriz,70.95,20.5755
444,2022-09-04,Pete Kriz,91.36,42.0256
445,2022-09-04,Pete Kriz,242.94,29.1528
446,2022-09-04,Pete Kriz,22.05,10.584
447,2023-03-20,Troy Blackwell,2.91,1.3677
448,2022-03-31,Raymond Buch,59.52,15.4752
449,2022-03-31,Raymond Buch,161.94,9.7164
450,2022-03-31,Raymond Buch,263.88,71.2476
451,2022-03-31,Raymond Buch,30.48,7.9248
452,2022-03-31,Raymond Buch,9.84,2.8536
453,2022-03-31,Raymond Buch,35.12,9.1312
454,2023-10-20,Ed Braxton,284.364,-75.8304
455,2023-10-20,Ed Braxton,665.408,66.5408
456,2022-12-12,Ken Heidel,63.88,24.9132
457,2020-02-12,Sanjit Chand,129.568,-24.294
458,2022-09-25,Natalie Fritzler,747.558,-96.1146
459,2022-09-25,Natalie Fritzler,8.928,3.348
460,2021-12-14,Joseph Holt,103.92,36.372
461,2021-12-14,Joseph Holt,899.91,377.9622
462,2021-12-14,Joseph Holt,51.312,18.6006
463,2022-04-21,Tanja Norvell,23.56,7.068
464,2022-04-21,Tanja Norvell,1272.63,-814.4832
465,2022-04-21,Tanja Norvell,28.485,-20.889
466,2022-04-21,Tanja Norvell,185.376,-34.758
467,2022-04-21,Tanja Norvell,78.272,5.8704
468,2021-01-16,Joni Sundaresam,254.744,-312.0614
469,2023-03-31,David Smith,205.3328,-36.2352
470,2022-12-15,Craig Carreira,4.788,-7.9002
471,2021-12-19,Maya Herman,55.48,26.6304
472,2020-11-08,Jeremy Pistek,340.92,3.4092
473,2020-11-08,Jeremy Pistek,222.666,10.4784
474,2020-11-08,Jeremy Pistek,703.968,87.996
475,2020-11-08,Jeremy Pistek,92.52,24.9804
476,2020-11-08,Jeremy Pistek,62.65,28.819
477,2020-11-08,Jeremy Pistek,94.85,45.528
478,2022-07-11,Kristen Hastings,95.76,7.182
479,2022-10-26,Jeremy Ellison,40.2,19.296
480,2022-06-25,John Grady,14.7,6.615
481,2022-06-25,John Grady,704.25,84.51
482,2020-10-05,Xylona Preis,9.09,1.9089
483,2020-07-21,Erin Mull,5.96,1.6688
484,2020-07-21,Erin Mull,159.98,57.5928
485,2023-06-10,Michelle Tran,29.6,14.8
486,2023-06-10,Michelle Tran,514.165,-30.245
487,2023-06-10,Michelle Tran,279.96,17.4975
488,2020-10-28,Sue Ann Reed,2735.952,341.994
489,2020-06-08,Carl Weiss,7.992,0.5994
490,2020-06-08,Carl Weiss,63.984,10.3974
491,2020-06-08,Carl Weiss,70.368,6.1572
492,2020-09-13,Astrea Jones,449.15,8.983
493,2020-09-13,Astrea Jones,11.07,5.0922
494,2022-05-08,Sonia Sunley,93.98,13.1572
495,2022-03-17,Rose O'Brian,189.882,-94.941
496,2021-12-26,Maribeth Dona,105.42,51.6558
497,2022-07-24,Sanjit Chand,119.616,40.3704
498,2022-07-24,Sanjit Chand,255.76,81.8432
499,2022-07-24,Sanjit Chand,241.568,18.1176
500,2022-07-24,Sanjit Chand,69.3,22.869
501,2022-05-29,Maribeth Yedwab,22.62,-15.08
502,2022-05-29,Maribeth Yedwab,14.952,-11.9616
503,2022-05-29,Maribeth Yedwab,801.568,50.098
504,2022-05-29,Maribeth Yedwab,2.376,-1.9008
505,2022-05-29,Maribeth Yedwab,32.792,11.8871
506,2023-11-12,Ed Braxton,15.92,5.373
507,2021-03-15,Christopher Martinez,2.74,0.7398
508,2021-03-15,Christopher Martinez,8.34,2.1684
509,2021-03-15,Christopher Martinez,46.74,11.685
510,2021-03-15,Christopher Martinez,6354.95,3177.475
511,2023-11-26,Lynn Smith,126.3,40.416
512,2023-11-26,Lynn Smith,38.04,12.1728
513,2022-10-19,Luke Foster,7.152,0.7152
514,2023-12-21,Bradley Nguyen,6.63,1.7901
515,2023-12-21,Bradley Nguyen,5.88,1.7052
516,2023-01-21,Alan Dominguez,2999.95,1379.977
517,2023-01-21,Alan Dominguez,51.45,13.8915
518,2023-01-21,Alan Dominguez,11.96,5.382
519,2023-01-21,Alan Dominguez,1126.02,56.301
520,2021-03-21,Dean Braden,18.392,5.2877
521,2021-03-21,Dean Braden,129.568,-25.9136
522,2021-03-21,Dean Braden,14.112,-21.168
523,2023-01-22,Matt Connell,210.98,21.098
524,2022-05-20,Logan Haushalter,55.176,-12.4146
